funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
1,4,205,3.959269831,319933,22.56888201,585452.9521,none,Ecommerce,academic,Failure
0,23,30,29.05276405,408613,25.10118342,1222112.961,tier1_vc,Climate,first_time,Failure
2,24,239,11.52774029,420923,10.14539596,1878122.006,none,Fintech,serial_founder,Acquisition
1,19,93,10.57837752,216185,6.691768761,242204.9424,tier1_vc,Climate,first_time,Failure
3,24,119,29.97844805,226787,4.64369634,976545.1699,tier2_vc,Health,first_time,Acquisition
2,14,264,1.71666799,17151,8.747847325,26546.13037,angel,Climate,first_time,Failure
2,9,91,41.25041057,158482,7.606290149,252028.4466,tier1_vc,SaaS,first_time,Failure
0,18,28,59.32235169,136016,23.39334746,560330.2327,angel,Climate,ex_bigtech,Failure
1,15,116,58.35329104,319702,6.542359746,1166691.442,tier1_vc,SaaS,ex_bigtech,Acquisition
1,1,180,35.5970721,466560,14.40316548,1536342.178,tier2_vc,AI,first_time,Failure
3,17,240,60.93642175,654852,5.937568853,2556579.979,tier1_vc,Fintech,serial_founder,IPO
1,5,118,93.41776916,174312,4.787064995,353486.1042,angel,Fintech,academic,Failure
2,2,33,8.141733802,453957,29.27630568,260000.0929,angel,AI,ex_bigtech,Failure
2,10,181,4.59856611,524695,18.72076701,1797135.684,angel,Crypto,serial_founder,Acquisition
3,17,33,16.22211073,127443,9.249471528,317794.9368,tier2_vc,Ecommerce,first_time,Failure
4,3,183,71.82051028,171466,12.62595135,749062.885,tier2_vc,Ecommerce,ex_bigtech,Failure
0,12,55,41.75014525,56973,11.74766803,118549.0061,angel,Health,academic,Failure
2,0,12,2.856147646,130885,10.26001813,548776.3333,tier2_vc,Crypto,first_time,Failure
1,2,124,15.85187142,530478,21.32059121,972725.8267,tier2_vc,AI,ex_bigtech,Failure
3,8,45,16.7915304,424388,4.798091544,1976057.766,none,Health,academic,Acquisition
1,19,233,5.434475549,203666,22.91607081,448285.2079,tier2_vc,Crypto,first_time,Failure
1,18,162,32.2111953,323466,6.491842691,512140.5723,none,Health,first_time,Acquisition
2,24,233,13.24958438,255729,6.814314,1044308.343,tier2_vc,Climate,first_time,Acquisition
2,24,251,7.420368789,527555,17.8514689,2416101.635,tier2_vc,Health,first_time,Acquisition
0,13,227,86.82966928,137022,12.08877671,210354.2535,none,Fintech,first_time,Failure
1,3,171,6.10246939,320853,54.92977537,321691.4062,tier2_vc,SaaS,first_time,Failure
4,7,154,97.71519234,286915,5.004102415,274829.1703,tier2_vc,SaaS,academic,Acquisition
3,12,94,12.13517369,598776,9.722405673,2652948.949,tier2_vc,Health,ex_bigtech,IPO
0,3,296,28.16865787,397753,17.4300251,704016.0107,none,Crypto,ex_bigtech,Failure
1,2,266,25.55542126,121656,8.021466042,490527.5461,angel,Health,academic,Failure
0,14,245,47.28763084,236188,12.61325796,844395.1421,angel,Health,ex_bigtech,Failure
2,24,287,16.31488518,215446,89.94510138,267515.0459,tier2_vc,Ecommerce,academic,Failure
1,17,33,20.5725093,298562,15.84582306,436280.7539,angel,Climate,academic,Failure
2,9,79,40.67271101,189568,20.67292914,577401.0307,angel,Fintech,first_time,Failure
4,12,96,27.04943197,206131,12.31981155,333769.1633,angel,Health,first_time,Acquisition
0,11,89,5.317753737,311428,6.663970602,459899.9105,tier2_vc,Ecommerce,first_time,Failure
2,16,81,8.619461484,94707,5.563243454,471347.1993,tier1_vc,Fintech,first_time,Failure
2,15,11,103.4518062,154074,2.196443754,423560.3688,none,AI,serial_founder,Failure
1,22,249,31.58737979,690896,5.660328124,1852678.558,none,Climate,ex_bigtech,Acquisition
0,9,272,20.72051477,574164,5.813566159,963407.1369,none,Health,first_time,Acquisition
3,6,41,6.036689273,251396,10.35224128,395487.359,tier2_vc,Climate,ex_bigtech,Acquisition
3,10,170,21.5614451,414202,9.036949799,372171.6959,none,SaaS,first_time,Failure
2,1,298,43.35540854,686307,28.89176832,3282223.676,none,Climate,academic,IPO
0,17,128,55.70420721,137369,8.645470685,237454.8828,tier2_vc,Climate,first_time,Failure
1,13,274,29.98355349,537575,24.28270495,1480539.038,tier1_vc,Health,serial_founder,Acquisition
2,22,186,17.76069564,175558,11.08846462,327985.3766,angel,AI,first_time,Acquisition
5,21,196,9.352305768,75399,11.82436434,283072.9923,angel,Crypto,ex_bigtech,Failure
2,1,104,11.0917949,214075,15.08639659,602462.5635,tier2_vc,Ecommerce,academic,Failure
3,14,16,55.25074314,264742,56.34428885,545091.5726,tier1_vc,Climate,first_time,Failure
2,17,158,10.51224638,315507,6.098608401,1423098.598,tier1_vc,Fintech,first_time,Acquisition
2,23,249,19.07018152,356324,10.68189848,250712.0735,tier2_vc,Climate,ex_bigtech,Failure
5,0,65,51.39208586,592315,29.84299553,1979126.15,tier1_vc,Fintech,first_time,Acquisition
4,24,183,11.68185958,211380,15.55654592,773363.5562,tier2_vc,SaaS,ex_bigtech,Acquisition
2,20,89,6.187571147,163012,14.68676686,298511.7024,tier2_vc,SaaS,academic,Acquisition
0,24,32,5.06524103,458005,12.66700793,337044.6563,tier2_vc,Ecommerce,academic,Failure
3,12,196,60.75937612,162331,16.21315836,619073.641,tier2_vc,Fintech,first_time,Acquisition
2,10,84,12.40645111,17697,5.757082088,72175.8739,tier2_vc,Fintech,serial_founder,Failure
3,1,203,27.95510152,529217,11.49602242,1780979.75,none,SaaS,first_time,Acquisition
1,11,276,37.099385,247850,12.54348398,515358.4649,none,Ecommerce,academic,Acquisition
1,17,217,17.49944471,338462,16.46313945,813372.9288,tier2_vc,Fintech,academic,Failure
5,0,147,10.41293688,453312,5.802628119,1492944.718,angel,Ecommerce,ex_bigtech,Acquisition
3,13,264,6.356710512,341346,12.03051868,706190.4161,tier2_vc,Crypto,ex_bigtech,Acquisition
4,9,121,29.67726177,383605,20.09378529,1887932.596,angel,AI,first_time,Acquisition
2,2,25,40.43637191,413404,11.17950883,782475.2652,none,Crypto,serial_founder,Failure
1,11,230,11.28791644,361433,7.651747199,188722.5353,angel,AI,academic,Failure
1,12,263,19.61136561,70297,14.40910124,196938.2864,tier1_vc,Fintech,first_time,Failure
0,21,73,26.3905266,238310,39.75758977,576808.7466,angel,Crypto,ex_bigtech,Failure
0,2,289,37.19432327,198940,1.00729883,196956.1048,tier2_vc,Crypto,ex_bigtech,Failure
3,9,103,16.40248255,460787,16.27607305,1088176.431,tier2_vc,Crypto,ex_bigtech,Acquisition
3,0,286,43.87309749,39180,17.98448373,91096.22556,none,AI,academic,Failure
4,8,95,12.66732335,385221,13.86001968,1391548.129,angel,Fintech,first_time,Acquisition
2,23,146,33.31077826,601471,17.66366959,1576512.379,tier2_vc,Climate,first_time,Acquisition
4,24,233,52.90620639,380585,22.76723182,790026.0808,angel,Climate,first_time,Acquisition
1,16,49,1.943407782,191054,20.95995803,536065.782,angel,Health,serial_founder,Failure
2,3,140,31.36097085,78366,18.8058553,314760.6524,tier2_vc,AI,first_time,Failure
0,18,174,279.273512,322667,6.621917322,869380.598,angel,Fintech,academic,Acquisition
5,20,166,35.07683769,224786,19.0636128,686353.5323,angel,AI,academic,Failure
2,20,261,9.775499169,183717,8.416706839,661662.0753,angel,Fintech,academic,Failure
2,17,161,6.39240522,222311,11.33178728,448942.223,tier2_vc,Ecommerce,academic,Failure
3,8,69,10.09765668,29899,14.53357198,59799.54451,none,Climate,first_time,Failure
2,20,260,16.23179252,357246,6.951246967,415670.3383,tier1_vc,Health,first_time,Failure
6,10,197,159.5244688,510028,3.373187272,1518887.202,tier2_vc,Health,serial_founder,IPO
2,7,151,13.10936101,126203,14.5011048,240691.3747,angel,Climate,first_time,Failure
2,6,8,13.16174933,385917,4.405320352,1611293.644,tier2_vc,SaaS,first_time,Acquisition
2,11,133,13.24227823,67537,12.02257232,37740.4095,tier2_vc,Climate,academic,Acquisition
3,7,220,155.2075532,423730,9.694872,296927.8144,tier1_vc,Ecommerce,academic,Acquisition
3,0,69,11.06537953,473301,9.362973454,359632.6728,none,Crypto,first_time,Acquisition
3,22,269,30.5901693,166256,5.817348714,617540.5491,tier2_vc,SaaS,first_time,Acquisition
6,0,204,257.9126204,167551,33.54187692,474358.5785,angel,SaaS,ex_bigtech,Acquisition
1,18,165,21.43791358,165700,20.44270819,244825.3585,tier2_vc,Ecommerce,first_time,Failure
2,21,215,7.41583242,38743,12.58818918,111493.8062,tier1_vc,AI,serial_founder,Failure
1,5,43,1.881857557,125396,3.595272837,423599.5901,tier2_vc,Climate,serial_founder,Failure
2,5,268,39.49386271,193645,5.781675432,284847.7029,tier2_vc,Climate,ex_bigtech,Failure
3,13,2,4.081996374,256964,45.92525098,662492.1468,tier2_vc,Crypto,serial_founder,Failure
3,3,167,10.39714185,173472,6.743368385,689898.016,tier2_vc,Fintech,serial_founder,Failure
2,0,41,29.62819299,118722,9.621270527,499666.6195,none,Climate,ex_bigtech,Failure
1,0,259,24.94650848,123066,15.96180359,306542.2667,none,Ecommerce,first_time,Failure
4,23,257,27.92435717,157334,16.56728283,114943.2617,angel,Ecommerce,first_time,Failure
1,17,192,54.58314351,345034,11.7171629,393546.0099,tier2_vc,Fintech,first_time,Failure
2,19,102,8.793858828,296969,7.109656068,258348.7728,none,Health,first_time,Failure
2,23,175,6.521134251,271830,26.60138721,184335.1275,tier2_vc,Ecommerce,first_time,Acquisition
2,13,161,159.4967922,269828,4.43016368,1331382.093,tier2_vc,Climate,first_time,Acquisition
0,7,166,104.5382469,46786,6.942846485,145508.9053,angel,SaaS,academic,Acquisition
4,12,80,7.028065269,45254,2.979097224,109621.2291,angel,Climate,first_time,Failure
1,20,233,15.0475246,245845,26.38528583,798540.6589,tier1_vc,Fintech,academic,Acquisition
0,22,291,3.502333665,246307,32.35214542,721691.2528,none,Crypto,first_time,Failure
2,4,253,52.91188244,179410,5.977348012,735321.3601,tier2_vc,SaaS,first_time,Failure
2,17,190,25.34802064,241803,27.40356233,335526.1044,angel,Climate,first_time,Failure
3,8,234,26.64327289,518093,11.81911765,782834.7872,tier1_vc,SaaS,ex_bigtech,Acquisition
2,20,106,24.12512445,233633,25.8530296,849343.0835,angel,Health,first_time,Acquisition
0,22,49,12.21975408,124582,8.309052746,199760.6107,none,Crypto,ex_bigtech,Failure
2,7,64,19.84555394,262838,19.74567192,184599.7762,tier2_vc,AI,academic,Failure
2,13,150,22.71014095,27298,18.10954807,112760.3119,none,Health,academic,Failure
3,22,142,71.29770351,189552,15.67941344,899906.6501,none,SaaS,ex_bigtech,Acquisition
2,20,266,10.46078427,374697,33.27947711,964530.4424,tier2_vc,Crypto,first_time,Failure
2,9,65,6.488905104,107436,11.5970004,456292.2649,tier2_vc,AI,first_time,Failure
0,24,132,365.5558549,589302,7.604808103,1189286.418,angel,Ecommerce,ex_bigtech,Acquisition
3,16,220,44.40555448,414268,58.94076407,560727.0657,none,Health,ex_bigtech,Acquisition
3,17,171,12.06760634,329367,24.01418429,622179.2759,tier2_vc,SaaS,first_time,Acquisition
4,21,26,40.37049984,228955,19.81098431,358345.2954,tier1_vc,Health,first_time,Failure
0,13,3,11.52645048,676756,22.68706619,3162074.011,tier1_vc,Climate,serial_founder,Acquisition
4,1,200,18.09850205,182526,4.72939579,183164.053,none,SaaS,first_time,Failure
0,20,211,35.6149081,155110,3.324800144,177610.4753,tier2_vc,Crypto,serial_founder,Failure
2,13,228,33.88747802,378217,1.56175237,1431003.489,angel,Climate,serial_founder,Acquisition
1,6,129,23.87784391,354702,2.533151331,593487.2525,tier2_vc,Fintech,academic,Failure
2,5,203,7.433139783,665258,22.6384785,686783.2275,tier2_vc,SaaS,ex_bigtech,Acquisition
2,5,171,4.789889336,255862,28.6877983,175647.6025,none,SaaS,academic,Acquisition
0,21,259,29.89342047,343762,5.870552726,706335.0819,angel,Crypto,academic,Failure
2,20,119,43.93380536,438790,21.60497123,1184687.13,tier2_vc,SaaS,academic,Acquisition
4,18,220,38.19706734,172900,32.48081549,458380.6722,none,AI,first_time,Failure
1,21,281,29.3119555,218996,9.276807041,1031611.488,none,Ecommerce,serial_founder,Acquisition
2,11,19,15.79051276,124066,19.86830072,396850.3494,tier1_vc,Ecommerce,first_time,Failure
3,10,56,25.40341078,224919,34.31899855,832148.3952,tier2_vc,AI,academic,Failure
0,24,291,26.63731077,240559,2.170691576,858844.6413,tier2_vc,SaaS,ex_bigtech,Failure
2,23,267,53.50073439,227140,6.658080281,884334.1129,tier2_vc,AI,serial_founder,Acquisition
1,4,78,6.139470079,204714,9.991753633,415346.4827,none,Ecommerce,first_time,Failure
0,8,80,7.401160441,508650,6.425979193,412376.6922,tier1_vc,Fintech,first_time,Failure
1,9,48,29.44157338,87028,13.60558801,275133.8616,none,AI,serial_founder,Failure
3,1,85,36.59984708,178908,5.893336059,94844.40357,tier2_vc,SaaS,serial_founder,Failure
1,11,66,60.613836,197487,14.01190779,812556.7314,none,AI,first_time,Failure
2,14,271,28.26408903,48546,56.11270975,30516.514,tier2_vc,Climate,first_time,Acquisition
1,6,220,13.15273971,276221,7.580280287,602795.0682,none,Crypto,first_time,Failure
5,6,201,8.745615179,120773,8.679841655,235384.9264,tier2_vc,Health,first_time,Acquisition
1,5,16,26.67281225,203400,4.36132515,571942.8851,angel,SaaS,first_time,Failure
4,3,80,13.79573686,125393,6.518602033,377029.8131,tier1_vc,Fintech,serial_founder,Failure
2,9,233,5.617978247,362759,8.142559067,216446.8451,angel,Fintech,first_time,Failure
0,5,71,22.76065011,271080,42.75038129,171625.2294,tier2_vc,Ecommerce,first_time,Failure
1,17,106,29.93382956,150184,21.15268346,653880.1085,tier1_vc,Fintech,first_time,Failure
3,2,81,20.06375724,244045,18.74770101,1066826.287,tier2_vc,SaaS,serial_founder,Failure
2,5,279,86.52581423,110896,5.44687955,431400.6011,none,Health,first_time,Failure
3,17,277,5.739378108,252631,36.93449799,920232.2849,tier2_vc,Fintech,first_time,Acquisition
3,11,244,31.2766192,118910,17.38975041,390971.8408,angel,Crypto,first_time,Acquisition
1,17,176,26.90919112,39558,21.17984885,74054.75943,tier2_vc,Health,ex_bigtech,Failure
0,10,191,3.060489057,80905,7.610299782,380428.1797,angel,Ecommerce,first_time,Failure
1,7,288,50.82939137,112270,5.156265291,83223.74463,angel,Health,first_time,Failure
4,18,159,9.263280994,180960,24.27371516,380303.2984,angel,Fintech,ex_bigtech,Failure
2,10,133,162.7852724,469918,26.94779952,255290.9621,angel,AI,first_time,Failure
4,1,243,14.79271642,204085,4.507841831,515837.5552,tier2_vc,Climate,first_time,Acquisition
3,9,266,16.33554187,265035,8.715032353,1185452.73,tier2_vc,Climate,ex_bigtech,Acquisition
2,1,206,13.80256845,429598,15.22756509,1284300.179,angel,AI,first_time,Acquisition
3,1,148,8.605006397,169859,12.49388306,641297.2279,none,Climate,serial_founder,Failure
2,23,168,9.009088837,296932,5.939165975,1461935.114,tier2_vc,Ecommerce,ex_bigtech,Acquisition
2,0,66,107.0278986,27568,5.927524788,76884.31301,tier2_vc,Ecommerce,serial_founder,Failure
2,21,90,9.636116044,188669,5.355390303,255312.2386,angel,Ecommerce,first_time,Failure
3,12,152,5.397419706,46431,8.050807263,35408.52955,tier1_vc,Health,first_time,Failure
1,20,79,51.89539283,137254,34.29326448,522004.1477,tier1_vc,Climate,first_time,Failure
2,7,288,10.04012628,49591,6.462398427,138187.7643,tier1_vc,Ecommerce,first_time,Failure
3,19,17,20.93654577,290131,6.542303441,503416.7206,tier2_vc,Crypto,ex_bigtech,Acquisition
2,14,94,90.10491763,375215,3.944887476,606674.7094,angel,SaaS,first_time,Failure
0,2,297,8.311338771,202467,29.46084126,1011975.892,none,SaaS,ex_bigtech,Failure
1,22,111,40.75021961,298155,20.25628617,1004319.983,angel,Health,first_time,Failure
2,6,55,5.124151908,104122,22.64548102,197445.1306,tier2_vc,Ecommerce,serial_founder,Failure
2,6,24,4.980941171,228218,13.36936763,298516.2583,tier2_vc,SaaS,ex_bigtech,Failure
1,1,115,75.43888396,193715,26.3144138,436697.2515,angel,Health,ex_bigtech,Failure
0,10,150,44.38652922,296181,20.3579641,969800.4668,angel,Climate,first_time,Failure
5,16,260,1.706915761,139156,5.130899543,565893.4125,tier2_vc,Climate,first_time,Acquisition
2,7,208,16.24043989,132919,25.71944146,594656.258,angel,Crypto,serial_founder,Failure
1,13,110,9.330123833,305511,8.743663904,429984.5365,none,Health,ex_bigtech,Failure
2,9,239,49.17593749,245206,7.9278117,276939.7135,tier2_vc,Health,first_time,Acquisition
0,4,202,25.24965284,103056,7.99523615,231184.5618,tier1_vc,Climate,academic,Failure
2,23,145,25.98502083,51882,4.045676443,211842.1358,tier2_vc,Crypto,ex_bigtech,Failure
1,15,265,23.83942475,368741,5.900597572,879557.0585,tier1_vc,Health,ex_bigtech,Failure
3,13,183,70.77300946,248992,4.269603404,350849.3317,tier1_vc,Crypto,serial_founder,Failure
4,22,237,2.78721358,268505,25.68204723,1278683.897,tier2_vc,Fintech,ex_bigtech,Failure
2,17,68,164.9049392,68249,10.00472205,90601.18823,tier2_vc,Ecommerce,academic,Failure
0,20,117,45.21633135,290639,22.35054069,604870.7674,tier2_vc,SaaS,first_time,Failure
2,24,10,17.6232257,66517,3.155448526,248538.7657,angel,Fintech,ex_bigtech,Failure
2,23,70,27.70850297,80872,6.123189938,209368.6679,none,Fintech,academic,Failure
3,4,103,14.43559949,431229,27.12201371,801321.9492,none,Health,first_time,Failure
5,13,184,2.758390467,587464,32.14593084,2669805.723,none,Health,serial_founder,IPO
2,1,87,7.077039348,234715,15.80837733,139501.2401,tier2_vc,Ecommerce,ex_bigtech,Failure
3,22,196,40.39639186,334692,40.8115725,520073.8371,tier2_vc,Crypto,first_time,Acquisition
3,11,214,14.12493326,105667,4.051393368,494371.0832,tier2_vc,Climate,first_time,Acquisition
2,20,106,127.3113987,19911,8.262633333,65257.40066,tier1_vc,Fintech,serial_founder,Failure
5,5,199,43.61651111,391926,35.6717925,752763.8462,angel,SaaS,serial_founder,Acquisition
2,14,268,20.89653341,296758,35.52360967,844399.653,none,AI,academic,Failure
5,13,49,35.80039293,121285,6.780549286,326168.7956,tier2_vc,Climate,academic,Acquisition
0,5,257,6.038436957,133455,7.126079947,585573.6448,tier2_vc,Climate,ex_bigtech,Failure
1,23,263,98.47616714,79459,8.653396235,297130.5749,none,AI,ex_bigtech,Failure
1,8,107,1.669278784,154134,17.95124448,255410.3716,angel,Climate,first_time,Failure
2,21,82,25.23474725,19773,11.83281762,37860.62625,tier2_vc,Health,first_time,Failure
1,8,171,537.375253,507971,21.31210462,1185286.712,none,AI,first_time,Acquisition
1,12,163,14.83026938,208942,11.13319511,348951.05,tier2_vc,Climate,serial_founder,Failure
0,17,3,19.18243322,410185,5.41902614,660339.2989,tier1_vc,SaaS,serial_founder,Failure
3,22,279,27.5641505,283826,6.324934676,1007045.949,tier2_vc,Crypto,ex_bigtech,Acquisition
3,4,189,20.93703813,107663,3.393153782,312584.0705,angel,SaaS,ex_bigtech,Failure
0,7,218,49.29722069,293198,8.504248834,1284656.599,angel,Climate,ex_bigtech,Acquisition
1,18,282,5.96702415,470367,4.983616632,2245295.178,angel,Fintech,academic,Acquisition
2,8,224,2.042072627,569181,13.09021824,435982.4901,tier2_vc,Climate,first_time,Acquisition
5,23,244,14.03873273,119827,9.954331282,504320.4923,none,AI,academic,Acquisition
1,10,127,24.8187547,434390,16.50519349,1344838.622,tier2_vc,Ecommerce,serial_founder,Acquisition
3,21,48,286.5582289,145910,8.771881021,622159.7088,tier2_vc,Crypto,academic,Failure
0,8,41,26.00972111,398464,22.22404581,1560294.754,none,Fintech,academic,Acquisition
2,19,102,44.09318096,257541,2.75767452,1035912.412,angel,Health,academic,Acquisition
1,1,112,50.12830167,224435,19.20648919,455898.8904,tier1_vc,AI,first_time,Failure
1,23,263,293.3720197,165398,4.188350417,698817.9801,none,Crypto,first_time,Acquisition
2,11,84,32.3114673,157960,11.95751328,107855.1956,angel,AI,first_time,Failure
2,20,76,8.799780816,153638,6.749162762,149717.8927,tier2_vc,Ecommerce,serial_founder,Failure
1,6,113,51.53600111,330896,33.06299795,359972.4601,tier1_vc,SaaS,first_time,Failure
1,24,261,11.94907993,191581,21.14621919,269391.9695,angel,SaaS,academic,Failure
1,1,41,11.76244496,213374,9.773624452,119622.0057,angel,SaaS,first_time,Failure
1,2,296,235.0955042,131624,5.820135365,242575.7695,none,Health,serial_founder,Failure
3,15,103,25.27784295,189284,21.03029516,929159.5951,none,Ecommerce,serial_founder,Acquisition
